sample_type,target,timepoints,model,search,train_pct,scale,apply_pls,apply_smote,balanced_accuracy,mcc,cohen_kappa,f1_weighted,f1_macro,roc_auc,cv_best_score,balanced_accuracy_ci_low,balanced_accuracy_ci_high,mcc_ci_low,mcc_ci_high,roc_auc_ci_low,roc_auc_ci_high,sensitivity_class0,sensitivity_class1,sensitivity_class2
PLASMA,group_fam,[1],Decision Tree,grid,0.7,True,True,True,0.658008658008658,0.49705186109309374,0.4924924924924925,0.6636628792825737,0.6613711698601342,0.8017316017316016,0.5561904761904761,0.5182584572290455,0.7973930481283421,0.28323417379012744,0.6877767707489152,0.6984173877134352,0.8948344184311057,0.7857142857142857,0.6428571428571429,0.5454545454545454
PLASMA,group_fam,[1],XGBoost,grid,0.7,True,True,True,0.5865800865800866,0.37948508346367,0.3791044776119403,0.5908803839838322,0.5894909688013136,0.8148051948051949,0.6298412698412698,0.4273623251748252,0.7368247377622378,0.14443381840068056,0.5992633009111493,0.6887476879902084,0.9064980801005977,0.7142857142857143,0.5,0.5454545454545454
PLASMA,group_fam,"[1, 2, 3]",Random Forest,grid,0.7,True,True,True,0.7349806201550387,0.5946423759993776,0.5883458646616542,0.7562547077072349,0.7061898105001553,0.9148583503825917,0.718121693121693,0.6301780668498935,0.8475607468788898,0.4338519457924783,0.7288335027031178,0.8615573023053728,0.9595693811998527,0.5,0.7674418604651163,0.9375
PLASMA,group_fam,"[1, 2, 3]",MLP Classifier,grid,0.7,True,True,True,0.7569905869324475,0.6057835656700982,0.5959409594095941,0.7614740662685868,0.7225783475783475,0.9092227760967257,0.7411375661375661,0.6427219268987562,0.8753410947712417,0.44870838478929337,0.7687659303107303,0.85575797606043,0.9599348867387046,0.7142857142857143,0.7441860465116279,0.8125
PLASMA,group_fam,"[1, 2, 3]",Decision Tree,grid,0.7,True,True,True,0.6200858250276855,0.4385090819936048,0.4357487922705314,0.6730366915215901,0.6090724644941513,0.8066789193289359,0.7092592592592591,0.4983180014430014,0.7496825396825396,0.2612331400326185,0.6049229631089118,0.7100844325954264,0.8963055525737182,0.42857142857142855,0.7441860465116279,0.6875
PLASMA,group_fam,"[1, 2, 3]",XGBoost,grid,0.7,True,True,True,0.7540143964562569,0.6062293980228683,0.5961893054701906,0.7632659577865056,0.721989121989122,0.90106608904998,0.728042328042328,0.6373549497767245,0.8637470862470862,0.4508543318694509,0.7525113526615828,0.840640279037671,0.9526015432146457,0.6428571428571429,0.7441860465116279,0.875
SALIVA,group_fam,[1],Random Forest,grid,0.7,True,True,True,0.5555555555555555,0.32605812191554184,0.3220338983050848,0.551695652173913,0.5585507246376812,0.6817002442002442,0.5869841269841269,0.39397269397269397,0.6971065862242334,0.08201509542767507,0.5249980564634182,0.5425875940749864,0.7997158294269596,0.5714285714285714,0.42857142857142855,0.6666666666666666
SALIVA,group_fam,[1],MLP Classifier,grid,0.7,True,True,True,0.47222222222222227,0.2071369080801211,0.20454545454545447,0.4739154616240267,0.4751575824990731,0.6733821733821733,0.633015873015873,0.31501108844858844,0.6247916666666666,-0.04659181419496421,0.4308880657598707,0.5403889203117144,0.7941930088430088,0.35714285714285715,0.6428571428571429,0.4166666666666667
SALIVA,group_fam,[1],Decision Tree,grid,0.7,True,True,True,0.4603174603174603,0.17295288154103877,0.16981132075471705,0.45745454545454545,0.4703030303030303,0.6018391330891331,0.5679365079365079,0.3019318181818182,0.6091091923212666,-0.08983895597463323,0.41616328562701255,0.48334580730089804,0.7260347171477287,0.42857142857142855,0.2857142857142857,0.6666666666666666
SALIVA,group_fam,[1],XGBoost,grid,0.7,True,True,True,0.5079365079365079,0.2490583770684494,0.24812030075187974,0.5015384615384615,0.5094017094017094,0.6307234432234431,0.5733333333333334,0.345180754917597,0.6565734989648032,-0.002990817720048739,0.47784394795998564,0.4817418127605217,0.7615798024950952,0.42857142857142855,0.42857142857142855,0.6666666666666666
SALIVA,group_fam,"[1, 2, 3]",Random Forest,grid,0.7,True,True,True,0.594346978557505,0.36287033190135753,0.3577666874610106,0.595546250475828,0.57007007007007,0.732134175729012,0.6167328042328042,0.47136738242001397,0.722909372541306,0.1810933763308402,0.5453333452102417,0.63597079616382,0.8164241742734389,0.4444444444444444,0.6052631578947368,0.7333333333333333
SALIVA,group_fam,"[1, 2, 3]",MLP Classifier,grid,0.7,True,True,True,0.5183235867446393,0.2063125936894942,0.17907501410039484,0.3970747562296858,0.44207027540360877,0.7155892040946658,0.6325396825396824,0.39009126609126604,0.6312589774832337,0.0008275609474569618,0.3696853709501857,0.6192459036782298,0.7992337533830459,0.6111111111111112,0.21052631578947367,0.7333333333333333
SALIVA,group_fam,"[1, 2, 3]",Decision Tree,grid,0.7,True,True,True,0.4730994152046784,0.1908230946174045,0.18960050729232714,0.5002441518013825,0.4664138678223185,0.6529729304679653,0.5915343915343916,0.3575777482027482,0.5906332654894316,0.01887181338966871,0.36969127874758345,0.5420721383343488,0.7514450108175182,0.3333333333333333,0.5526315789473685,0.5333333333333333
SALIVA,group_fam,"[1, 2, 3]",XGBoost,grid,0.7,True,True,True,0.5,0.21125663187520122,0.2076875387476751,0.49651884475065045,0.47672285288384364,0.7291670547628839,0.6473544973544973,0.377619401532445,0.613234681984682,0.021524382986280146,0.37934717018300074,0.6297577010669989,0.8175404530551589,0.3333333333333333,0.5,0.6666666666666666
SERUM,group_fam,[1],Random Forest,grid,0.7,True,True,True,0.7393162393162394,0.610652504610476,0.6062176165803108,0.7379532163742691,0.7380246913580247,0.8916666666666666,0.7222222222222223,0.5974492521367522,0.8653538591038592,0.3803543942515355,0.8028269710106046,0.8093509383128947,0.9591544925662573,0.6153846153846154,0.7692307692307693,0.8333333333333334
SERUM,group_fam,[1],MLP Classifier,grid,0.7,True,True,True,0.6047008547008548,0.4112639013545334,0.40563086548488003,0.6073684210526317,0.6088888888888889,0.8254273504273505,0.7266666666666667,0.4577380952380953,0.7694715007215006,0.18335820212559165,0.646178591569893,0.7026602850390038,0.9152882405436753,0.5384615384615384,0.6923076923076923,0.5833333333333334
SERUM,group_fam,[1],Decision Tree,grid,0.7,True,True,True,0.7628205128205128,0.6468764038131635,0.6448598130841121,0.7595321637426901,0.7585185185185184,0.8224358974358976,0.6777777777777778,0.6292200854700855,0.88578431372549,0.44282770611026484,0.8098382071699954,0.724623646281255,0.9123837967587967,0.6153846153846154,0.9230769230769231,0.75
SERUM,group_fam,[1],XGBoost,grid,0.7,True,True,True,0.764957264957265,0.6516864752806238,0.6455958549222798,0.7682430714467328,0.7675378834799126,0.8772435897435896,0.7,0.623015873015873,0.8931430606430607,0.44945007826656835,0.8434739026135123,0.7840302079047258,0.9625631313131312,0.6923076923076923,0.7692307692307693,0.8333333333333334
SERUM,group_fam,"[1, 2, 3]",Random Forest,grid,0.7,True,True,True,0.6944444444444443,0.5654698087096742,0.5544732119969238,0.732085601115068,0.6727462456331382,0.8710159249883827,0.7213838013838013,0.5784007876654936,0.8024880588834076,0.4187666715708138,0.7127669466360067,0.8045936570724856,0.9281480544431365,0.5333333333333333,0.75,0.8
SERUM,group_fam,"[1, 2, 3]",MLP Classifier,grid,0.7,True,True,True,0.709090909090909,0.5703558309663861,0.5583227445997458,0.7329291589997219,0.6822728099323844,0.8792785604226282,0.7474155474155474,0.579381926683717,0.8108333333333334,0.4303771662296847,0.7024303520238437,0.8205625934145556,0.9307031809141082,0.6,0.7272727272727273,0.8
SERUM,group_fam,"[1, 2, 3]",Decision Tree,grid,0.7,True,True,True,0.6792929292929294,0.5360801025817382,0.5192697768762677,0.7085771017267667,0.6553263729734318,0.847997415131949,0.6917541717541719,0.5710173813114989,0.7912631406740954,0.39903051836522563,0.6684898009818138,0.7843681687935719,0.9113937642609743,0.5333333333333333,0.7045454545454546,0.8
SERUM,group_fam,"[1, 2, 3]",XGBoost,grid,0.7,True,True,True,0.6924242424242424,0.5500546404805414,0.5388324873096446,0.722623023215467,0.6673661660873936,0.8667996551471128,0.7491615791615791,0.5499237779129084,0.8078917437306141,0.3959003560659359,0.6981987921878577,0.8002653646930096,0.9260693874303504,0.6,0.7272727272727273,0.75
URINE,group_fam,[1],Random Forest,grid,0.7,True,True,True,0.5792540792540792,0.37674520482886487,0.375,0.5913461538461539,0.5856643356643357,0.7148820704255487,0.6000000000000001,0.4241109006734007,0.7295126170126169,0.14871731126020268,0.5954800252175226,0.5958479940617621,0.8329610953054157,0.5454545454545454,0.5,0.6923076923076923
URINE,group_fam,[1],MLP Classifier,grid,0.7,True,True,True,0.49980574980574977,0.262961734254333,0.25086705202312143,0.5096646185355862,0.5076804915514593,0.7298837736337737,0.6488888888888888,0.33621031746031743,0.6754667207792209,0.0018687116878098836,0.5186822010759611,0.5888078163650763,0.8571072898295119,0.45454545454545453,0.5833333333333334,0.46153846153846156
URINE,group_fam,[1],Decision Tree,grid,0.7,True,True,True,0.5283605283605284,0.30319806828408913,0.29655172413793096,0.5308560646724898,0.5259356853559752,0.650832291701857,0.6088888888888888,0.37654040404040406,0.6759908963585434,0.07343206911894609,0.5189839853796039,0.5193811703181865,0.7722977190382081,0.6363636363636364,0.3333333333333333,0.6153846153846154
URINE,group_fam,[1],XGBoost,grid,0.7,True,True,True,0.5211732711732712,0.2910378633876991,0.2900232018561485,0.5337077737077737,0.5269352869352869,0.690856488519532,0.5977777777777779,0.3512205387205387,0.6653874883286647,0.03682169963322555,0.5076869774392981,0.5626611827070764,0.813990990591534,0.45454545454545453,0.4166666666666667,0.6923076923076923
URINE,group_fam,"[1, 2, 3]",Random Forest,grid,0.7,True,True,True,0.44530443756449944,0.1381786619608383,0.11808604038630377,0.38614590199956056,0.3594594594594594,0.7077500307800917,0.6136752136752136,0.36410842539856814,0.5547806054239878,-0.0029406717280338643,0.30170336335367237,0.635284129012045,0.7862605414499916,0.16666666666666666,0.27450980392156865,0.8947368421052632
URINE,group_fam,"[1, 2, 3]",MLP Classifier,grid,0.7,True,True,True,0.5024939800481597,0.19352075012779887,0.15043514297554916,0.3535661492978566,0.3768939393939394,0.7330478975215818,0.6147008547008548,0.39361805555555557,0.6247858173572459,0.04551176578864094,0.3400863532177707,0.6546913777384995,0.8092129433824479,0.4166666666666667,0.19607843137254902,0.8947368421052632
URINE,group_fam,"[1, 2, 3]",Decision Tree,grid,0.7,True,True,True,0.4212246302029583,0.12406705717638145,0.10564585115483327,0.377305900251985,0.3529889538661468,0.6126761664862134,0.5603418803418803,0.32962561709080795,0.5320721925133689,-0.03345197356205308,0.2676532246735245,0.5288258283674038,0.7064739260878822,0.16666666666666666,0.2549019607843137,0.8421052631578947
URINE,group_fam,"[1, 2, 3]",XGBoost,grid,0.7,True,True,True,0.42776057791537664,0.1319539812423959,0.11313000216309754,0.38768555200229105,0.3564253098499674,0.6776571673755335,0.5812942612942613,0.3427148600668337,0.5357574110671937,-0.008986264918909631,0.28097356894282416,0.5988469474144176,0.7608967565618855,0.16666666666666666,0.27450980392156865,0.8421052631578947
